Age,Attrition,BusinessTravel,Department,DistanceFromHome,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Higher_Education,Date_of_Hire,Date_of_termination,Status_of_leaving,Mode_of_work,Leaves,Absenteeism,Work_accident,Source_of_Hire,Job_mode,
31,No,Non-Travel,Research & Development,5,Male,3,2,Manufacturing Director,1,Single,9936,0,No,19,3,0,10,2,9,1,7,PHD,24-02-2012,,Better Opportunity,WFH,2,2,No,Job Portal,Contract,
49,No,Travel_Frequently,Sales,2,Male,2,2,Sales Executive,2,Married,5390,2,No,14,3,0,17,3,9,0,8,PHD,17-03-2012,,Salary,WFH,3,0,No,Job Portal,Contract,
49,No,Travel_Frequently,Research & Development,8,Male,2,2,Research Scientist,2,Married,5130,1,No,23,4,1,10,3,10,1,7,Graduation,06-03-2011,,Salary,OFFICE,2,0,No,Recruiter,FullTime,
29,No,Travel_Rarely,Research & Development,21,Female,4,3,Manufacturing Director,1,Divorced,9980,1,No,11,3,1,10,1,10,8,8,Graduation,27-03-2011,,Work Environment,OFFICE,3,3,No,Recruiter,Part Time,
32,Yes,Travel_Frequently,Research & Development,16,Female,1,1,Research Scientist,1,Single,3919,1,Yes,22,4,0,10,5,10,6,7,12th,20-06-2011,,Work Environment,OFFICE,1,2,No,Job Event,FullTime,
30,No,Travel_Rarely,Research & Development,9,Male,2,1,Laboratory Technician,3,Single,2206,1,No,13,3,0,10,5,10,1,8,Post-Graduation,06-01-2011,,Work Environment,WFH,1,1,No,Recruiter,Contract,
38,No,Travel_Frequently,Research & Development,29,Female,3,2,Laboratory Technician,4,Single,2406,1,No,11,3,0,10,2,10,9,9,12th,22-03-2011,,Salary,OFFICE,1,0,No,Job Portal,Part Time,
32,No,Travel_Rarely,Research & Development,1,Male,3,2,Research Scientist,2,Married,6220,1,No,17,3,2,10,3,10,0,9,Post-Graduation,15-05-2011,,Better Opportunity,WFH,4,3,No,Recruiter,FullTime,
30,No,Travel_Rarely,Research & Development,1,Male,2,2,Laboratory Technician,4,Married,5126,1,Yes,12,3,2,10,1,10,3,0,Graduation,30-06-2011,,Dept.Head,WFH,2,2,Yes,Job Portal,Part Time,
51,No,Travel_Rarely,Sales,21,Male,3,2,Sales Executive,4,Single,5441,0,Yes,22,4,0,11,2,10,1,0,Post-Graduation,27-04-2011,,Dept.Head,OFFICE,5,3,Yes,Job Portal,Part Time,
46,No,Travel_Frequently,Research & Development,1,Male,2,3,Healthcare Representative,1,Married,10673,2,Yes,13,3,1,21,5,10,9,5,PHD,21-06-2011,,Salary,WFH,4,3,No,Walk-in,Contract,
30,No,Travel_Frequently,Research & Development,23,Male,1,1,Research Scientist,3,Divorced,2613,1,No,25,4,3,10,2,10,0,9,Graduation,21-04-2011,,Work Environment,OFFICE,5,0,Yes,Walk-in,FullTime,
35,No,Travel_Rarely,Sales,1,Male,3,3,Sales Executive,2,Married,7295,1,No,13,3,2,10,3,10,0,6,PHD,18-02-2011,,Work Accident,OFFICE,0,0,Yes,Walk-in,Contract,
29,No,Non-Travel,Research & Development,1,Male,3,2,Manufacturing Director,3,Married,4319,1,No,13,3,1,10,1,10,0,9,PHD,24-05-2011,,Work Accident,OFFICE,4,1,No,Walk-in,Part Time,
30,No,Travel_Rarely,Sales,5,Female,3,3,Sales Executive,4,Married,9419,2,No,12,3,1,12,2,10,7,4,PHD,09-06-2011,,Better Opportunity,WFH,1,2,Yes,Recruiter,FullTime,
34,No,Travel_Frequently,Research & Development,2,Male,2,2,Manufacturing Director,3,Married,9547,1,No,17,3,0,10,2,10,1,9,Graduation,20-04-2011,,Work Accident,WFH,2,1,No,Recruiter,Part Time,
29,Yes,Travel_Rarely,Sales,27,Female,3,3,Sales Executive,4,Married,7639,1,No,22,4,3,10,3,10,1,9,Post-Graduation,17-04-2011,,Dept.Head,OFFICE,0,0,Yes,Job Event,Contract,
51,No,Travel_Rarely,Research & Development,8,Male,2,3,Research Director,2,Married,12490,5,No,16,3,2,16,5,10,4,7,Post-Graduation,13-01-2011,,Better Opportunity,WFH,3,3,Yes,Job Event,Contract,
37,No,Travel_Frequently,Research & Development,11,Male,3,3,Research Director,4,Divorced,12185,1,Yes,14,3,3,10,1,10,0,7,12th,05-05-2011,,Work Accident,OFFICE,5,0,No,Recruiter,FullTime,
35,No,Travel_Frequently,Sales,1,Female,3,3,Sales Executive,3,Single,8789,1,No,14,3,0,10,3,10,0,8,Post-Graduation,03-03-2011,,Work Accident,WFH,5,1,No,Job Portal,Part Time,
47,Yes,Non-Travel,Research & Development,29,Male,3,3,Manager,2,Married,11849,1,Yes,12,3,1,10,2,10,9,9,Post-Graduation,06-04-2011,,Work Accident,WFH,3,1,No,Walk-in,Contract,
50,No,Travel_Rarely,Research & Development,4,Male,3,5,Research Director,2,Divorced,19144,3,No,14,3,2,28,4,10,1,6,PHD,31-01-2011,,Dept.Head,OFFICE,2,1,No,Job Event,Contract,
29,No,Travel_Frequently,Sales,2,Male,3,2,Sales Executive,4,Single,4554,1,No,18,3,0,10,3,10,0,9,PHD,17-06-2011,,Work Accident,OFFICE,2,2,Yes,Walk-in,Contract,
55,No,Travel_Rarely,Research & Development,20,Male,3,2,Laboratory Technician,4,Married,5415,3,Yes,19,3,1,12,4,10,0,8,Post-Graduation,12-02-2011,,Work Accident,WFH,3,3,Yes,Job Event,FullTime,
38,No,Travel_Rarely,Research & Development,25,Female,2,3,Research Director,2,Married,12061,3,No,17,3,1,19,2,10,0,1,Graduation,10-01-2011,,Work Environment,WFH,0,1,No,Job Event,Part Time,
33,No,Travel_Frequently,Research & Development,5,Female,3,3,Manager,2,Married,11878,6,No,11,3,2,12,2,10,8,8,Graduation,08-06-2011,,Better Opportunity,OFFICE,3,2,Yes,Walk-in,FullTime,
30,No,Travel_Rarely,Research & Development,28,Female,3,2,Research Scientist,4,Married,5775,1,No,13,3,2,11,2,10,1,9,PHD,30-05-2011,,Salary,WFH,4,1,Yes,Job Event,Contract,
31,No,Travel_Frequently,Research & Development,7,Female,2,3,Manufacturing Director,3,Married,8943,1,No,24,4,1,10,2,10,8,9,PHD,12-02-2011,,Dept.Head,OFFICE,1,0,No,Recruiter,Contract,
45,No,Travel_Rarely,Research & Development,8,Male,3,2,Research Scientist,4,Married,3697,9,No,14,3,2,12,3,10,9,8,Graduation,17-01-2011,,Work Accident,WFH,4,0,Yes,Recruiter,FullTime,
30,No,Travel_Rarely,Sales,5,Female,2,2,Sales Executive,3,Divorced,6118,1,No,13,3,3,10,2,10,1,2,Post-Graduation,23-05-2011,,Work Accident,WFH,2,2,Yes,Job Event,FullTime,
36,No,Travel_Rarely,Sales,2,Male,2,3,Sales Executive,3,Married,7596,1,No,13,3,2,10,2,10,9,0,12th,21-03-2011,,Work Accident,OFFICE,1,2,No,Job Portal,Part Time,
41,No,Travel_Rarely,Sales,1,Male,4,3,Sales Executive,1,Married,8392,1,No,16,3,1,10,2,10,0,7,12th,27-04-2011,,Work Accident,OFFICE,2,2,No,Recruiter,Part Time,
28,No,Travel_Rarely,Research & Development,17,Male,3,2,Laboratory Technician,1,Divorced,4558,1,No,12,3,1,10,2,10,1,8,Graduation,04-03-2011,,Dept.Head,WFH,2,1,Yes,Job Portal,FullTime,
46,No,Travel_Rarely,Research & Development,18,Female,3,2,Manufacturing Director,3,Divorced,4810,2,No,14,3,1,19,5,10,0,8,PHD,07-03-2011,,Work Environment,WFH,0,2,Yes,Job Portal,Contract,
29,No,Travel_Rarely,Research & Development,3,Male,2,3,Research Director,3,Married,11935,1,No,18,3,0,10,2,10,0,7,Post-Graduation,23-01-2011,,Dept.Head,WFH,0,1,No,Job Event,FullTime,
36,No,Non-Travel,Sales,10,Male,3,3,Sales Executive,4,Single,9980,1,No,14,3,0,10,3,10,9,7,PHD,12-05-2011,,Work Accident,WFH,3,3,No,Recruiter,Contract,
55,No,Travel_Rarely,Sales,18,Female,3,4,Manager,2,Single,16835,3,No,23,4,0,37,2,10,7,7,Graduation,08-03-2011,,Work Accident,WFH,2,0,Yes,Job Event,FullTime,
42,No,Travel_Rarely,Research & Development,24,Male,3,3,Manufacturing Director,1,Married,7406,1,Yes,21,4,1,10,5,10,5,8,Post-Graduation,15-05-2011,,Salary,WFH,3,1,No,Recruiter,Part Time,
34,No,Travel_Rarely,Sales,21,Male,4,2,Sales Executive,4,Single,5337,1,No,12,3,0,10,3,10,5,7,Graduation,02-04-2011,,Salary,OFFICE,2,3,No,Job Portal,Part Time,
52,No,Travel_Rarely,Research & Development,6,Male,3,2,Research Scientist,1,Divorced,5577,3,Yes,12,3,2,18,3,10,6,9,12th,27-02-2011,,Dept.Head,OFFICE,3,2,No,Recruiter,Contract,
42,No,Travel_Rarely,Research & Development,2,Female,3,2,Healthcare Representative,4,Married,4089,1,No,13,3,2,10,4,10,2,2,12th,10-02-2011,,Salary,WFH,5,0,No,Job Portal,FullTime,
34,No,Travel_Rarely,Research & Development,1,Male,3,1,Research Scientist,4,Married,2691,1,No,12,3,1,10,4,10,8,8,PHD,15-05-2011,,Better Opportunity,WFH,5,2,Yes,Job Event,Part Time,
37,No,Travel_Rarely,Research & Development,3,Male,3,3,Manufacturing Director,3,Married,9434,1,No,15,3,1,10,2,10,7,8,Post-Graduation,16-01-2011,,Better Opportunity,WFH,0,1,No,Job Event,Part Time,
33,Yes,Travel_Frequently,Research & Development,3,Male,3,1,Research Scientist,1,Single,3348,1,Yes,11,3,0,10,3,10,9,7,Post-Graduation,03-03-2011,,Work Environment,WFH,1,3,No,Job Portal,FullTime,
29,No,Travel_Frequently,Research & Development,1,Male,1,1,Research Scientist,4,Divorced,2720,1,No,18,3,1,10,5,10,2,8,Graduation,17-06-2011,,Dept.Head,WFH,4,0,No,Job Portal,FullTime,
32,No,Travel_Rarely,Sales,10,Male,3,2,Sales Executive,4,Single,5396,1,No,12,3,0,10,2,10,0,8,Graduation,02-01-2011,,Salary,WFH,1,1,Yes,Job Portal,FullTime,
56,No,Travel_Rarely,Research & Development,9,Male,3,4,Healthcare Representative,4,Married,11103,7,No,11,3,0,30,1,10,1,1,12th,04-01-2011,,Dept.Head,OFFICE,4,1,Yes,Recruiter,FullTime,
32,No,Travel_Frequently,Research & Development,24,Male,3,2,Laboratory Technician,4,Married,5309,1,No,15,3,2,10,2,10,4,7,12th,02-04-2011,,Salary,OFFICE,2,2,No,Job Event,Contract,
33,Yes,Travel_Rarely,Research & Development,1,Male,3,1,Research Scientist,4,Single,2686,1,Yes,13,3,0,10,2,10,7,8,Graduation,12-04-2011,,Salary,WFH,2,0,No,Walk-in,Contract,
36,No,Non-Travel,Sales,8,Male,2,3,Sales Executive,1,Single,7587,1,No,15,3,0,10,1,10,0,9,Graduation,22-04-2011,,Better Opportunity,OFFICE,1,1,No,Job Event,Part Time,
29,No,Travel_Rarely,Research & Development,23,Male,4,1,Research Scientist,3,Married,2700,1,No,24,4,1,10,3,10,0,7,PHD,29-01-2011,,Dept.Head,OFFICE,0,2,No,Recruiter,Part Time,
35,Yes,Travel_Frequently,Research & Development,25,Female,3,1,Research Scientist,2,Divorced,2022,1,Yes,19,3,1,10,3,10,7,8,12th,12-05-2011,,Better Opportunity,WFH,5,0,No,Recruiter,FullTime,
32,No,Travel_Frequently,Sales,5,Male,3,2,Sales Executive,2,Married,6524,1,No,14,3,1,10,3,10,5,3,Post-Graduation,13-04-2011,,Dept.Head,WFH,5,3,No,Recruiter,FullTime,
37,No,Non-Travel,Sales,19,Male,3,3,Sales Executive,2,Single,7642,1,Yes,13,3,0,10,2,10,0,9,PHD,27-06-2011,,Work Environment,OFFICE,4,3,Yes,Job Portal,Part Time,
35,No,Travel_Rarely,Research & Development,21,Female,3,2,Healthcare Representative,4,Married,4014,1,Yes,25,4,1,10,2,10,0,7,Graduation,19-02-2011,,Better Opportunity,WFH,2,2,No,Job Portal,Contract,
35,No,Travel_Rarely,Sales,3,Male,3,3,Sales Executive,4,Divorced,7823,6,No,13,3,1,12,2,10,0,8,Post-Graduation,08-05-2011,,Work Environment,OFFICE,5,1,Yes,Recruiter,Part Time,
33,No,Non-Travel,Sales,17,Male,3,4,Manager,3,Single,17444,1,No,11,3,0,10,2,10,6,0,PHD,01-06-2011,,Better Opportunity,OFFICE,0,2,Yes,Job Event,Contract,
54,No,Travel_Rarely,Research & Development,17,Female,3,3,Manufacturing Director,3,Married,10739,8,No,11,3,1,22,2,10,0,8,Post-Graduation,06-03-2011,,Dept.Head,WFH,5,0,No,Walk-in,Part Time,
51,Yes,Travel_Rarely,Research & Development,4,Male,3,1,Research Scientist,3,Married,2461,9,Yes,12,3,3,18,2,10,2,7,Graduation,01-04-2011,,Work Environment,WFH,1,1,No,Job Portal,Part Time,
28,Yes,Non-Travel,Research & Development,24,Male,2,3,Healthcare Representative,1,Single,8722,1,No,12,3,0,10,2,10,1,9,12th,08-02-2011,,Work Accident,OFFICE,3,1,No,Recruiter,FullTime,
41,No,Travel_Rarely,Research & Development,7,Female,4,1,Research Scientist,3,Married,3376,1,No,13,3,0,10,3,10,0,8,PHD,18-05-2011,,Work Accident,OFFICE,2,1,No,Job Portal,FullTime,
29,No,Travel_Rarely,Research & Development,8,Male,2,2,Manufacturing Director,4,Married,5056,1,Yes,15,3,1,10,2,10,1,2,Graduation,03-04-2011,,Work Accident,WFH,1,2,No,Walk-in,Part Time,
30,No,Travel_Rarely,Sales,10,Male,2,2,Sales Executive,3,Married,6578,1,No,18,3,1,10,3,10,1,4,PHD,27-05-2011,,Dept.Head,WFH,4,3,Yes,Recruiter,Part Time,
29,No,Travel_Rarely,Research & Development,6,Female,3,1,Laboratory Technician,4,Married,3131,1,No,13,3,1,10,5,10,0,8,Post-Graduation,23-03-2011,,Work Accident,WFH,0,2,Yes,Job Portal,FullTime,
33,No,Travel_Frequently,Sales,25,Female,3,2,Sales Executive,3,Married,4539,1,No,12,3,1,10,3,10,0,1,Post-Graduation,06-01-2011,,Work Accident,OFFICE,5,2,No,Recruiter,FullTime,
30,No,Travel_Rarely,Research & Development,7,Male,3,2,Laboratory Technician,3,Divorced,3491,1,No,13,3,3,10,4,10,8,9,Graduation,26-05-2011,,Better Opportunity,OFFICE,3,3,No,Job Event,Part Time,
44,No,Travel_Rarely,Research & Development,2,Female,4,1,Research Scientist,4,Married,2011,1,No,13,3,1,10,5,10,7,7,Graduation,19-02-2011,,Salary,OFFICE,1,3,Yes,Walk-in,Contract,
54,No,Travel_Rarely,Research & Development,3,Male,3,4,Research Director,4,Married,17779,3,No,14,3,0,36,2,10,0,9,12th,25-04-2011,,Salary,WFH,0,0,Yes,Job Event,Part Time,
31,No,Travel_Rarely,Research & Development,24,Female,2,2,Healthcare Representative,1,Single,6812,1,No,19,3,0,10,2,10,1,8,12th,11-04-2011,,Dept.Head,OFFICE,5,0,No,Walk-in,Part Time,
34,No,Travel_Frequently,Human Resources,11,Male,2,2,Human Resources,2,Married,4490,4,No,11,3,2,14,5,10,1,8,12th,27-03-2011,,Salary,WFH,2,3,Yes,Job Portal,FullTime,
44,Yes,Travel_Rarely,Research & Development,15,Female,3,3,Healthcare Representative,4,Married,7978,1,No,11,3,1,10,2,10,0,5,PHD,17-04-2011,,Work Environment,OFFICE,5,1,No,Job Event,Contract,
32,No,Travel_Rarely,Sales,8,Male,4,2,Sales Executive,4,Married,6209,1,No,15,3,2,10,4,10,0,8,Post-Graduation,21-01-2011,,Dept.Head,WFH,0,3,No,Job Event,Part Time,
32,Yes,Travel_Rarely,Research & Development,7,Male,3,2,Laboratory Technician,3,Married,4883,1,No,18,3,1,10,3,10,1,1,Graduation,25-05-2011,,Work Accident,WFH,0,2,Yes,Recruiter,FullTime,
31,No,Non-Travel,Sales,2,Female,3,3,Sales Executive,3,Divorced,9852,1,Yes,19,3,1,10,5,10,9,6,PHD,16-05-2011,,Work Accident,OFFICE,5,0,Yes,Walk-in,FullTime,
34,No,Travel_Rarely,Sales,15,Female,3,2,Sales Executive,1,Single,6125,1,No,12,3,0,10,6,10,9,6,PHD,20-04-2011,,Salary,WFH,4,1,Yes,Walk-in,FullTime,
58,Yes,Travel_Rarely,Research & Development,7,Female,2,3,Manufacturing Director,1,Married,10008,7,Yes,14,3,0,31,0,10,5,9,Graduation,07-04-2011,,Work Accident,WFH,3,2,No,Job Portal,Part Time,
48,No,Travel_Rarely,Research & Development,4,Male,3,3,Manufacturing Director,4,Single,7898,1,No,11,3,0,11,2,10,0,8,PHD,28-06-2011,,Work Accident,OFFICE,0,2,Yes,Walk-in,Contract,
31,Yes,Travel_Rarely,Research & Development,22,Male,3,2,Manufacturing Director,3,Married,6179,1,Yes,15,3,2,10,3,10,6,7,12th,03-05-2011,,Better Opportunity,WFH,5,1,No,Job Event,Contract,
29,No,Travel_Rarely,Human Resources,17,Male,2,3,Human Resources,1,Single,7988,1,No,13,3,0,10,3,10,0,9,PHD,27-03-2011,,Dept.Head,OFFICE,2,2,Yes,Recruiter,Contract,
36,No,Travel_Rarely,Research & Development,4,Male,2,2,Laboratory Technician,4,Single,5810,1,No,16,3,0,10,2,10,1,8,12th,22-05-2011,,Better Opportunity,WFH,4,2,No,Job Event,Part Time,
31,Yes,Travel_Frequently,Research & Development,1,Female,4,3,Manufacturing Director,2,Single,7446,1,No,11,3,0,10,2,10,4,7,Post-Graduation,05-04-2011,,Salary,WFH,2,2,Yes,Job Portal,Contract,
29,No,Travel_Rarely,Sales,19,Male,2,2,Sales Executive,3,Divorced,8620,1,No,14,3,2,10,3,10,0,4,12th,19-03-2011,,Salary,WFH,0,0,No,Walk-in,FullTime,
34,No,Travel_Rarely,Sales,1,Male,2,3,Sales Executive,3,Married,7083,1,Yes,14,3,0,10,3,10,8,6,Graduation,01-03-2011,,Better Opportunity,WFH,3,2,Yes,Job Portal,Contract,
37,No,Travel_Rarely,Research & Development,13,Male,3,2,Research Scientist,4,Married,4285,1,No,17,3,0,10,2,10,3,7,PHD,11-03-2011,,Work Environment,OFFICE,1,3,No,Job Portal,FullTime,
45,No,Travel_Rarely,Research & Development,1,Male,3,3,Healthcare Representative,2,Divorced,7441,1,No,12,3,3,10,4,10,7,7,PHD,06-05-2011,,Better Opportunity,OFFICE,4,0,No,Job Event,Part Time,
30,Yes,Travel_Rarely,Sales,1,Male,2,2,Sales Executive,1,Married,9714,1,No,11,3,1,10,4,10,6,7,Post-Graduation,02-01-2011,,Dept.Head,WFH,5,1,No,Job Event,Part Time,
29,No,Travel_Rarely,Research & Development,3,Male,3,1,Laboratory Technician,1,Single,4723,1,Yes,18,3,0,10,3,10,1,5,PHD,06-02-2011,,Salary,WFH,3,1,Yes,Walk-in,FullTime,
35,No,Travel_Rarely,Research & Development,28,Male,4,2,Laboratory Technician,3,Married,3407,1,No,17,3,2,10,3,10,6,8,PHD,22-04-2011,,Work Accident,OFFICE,3,3,Yes,Recruiter,Contract,
45,No,Travel_Rarely,Research & Development,5,Female,1,2,Laboratory Technician,1,Single,5769,1,Yes,14,3,0,10,3,10,1,4,PHD,30-03-2011,,Work Environment,WFH,4,3,Yes,Walk-in,Part Time,
45,No,Non-Travel,Sales,26,Male,2,2,Sales Executive,1,Married,4385,1,No,15,3,1,10,2,10,4,5,Graduation,01-04-2011,,Dept.Head,OFFICE,3,3,Yes,Job Portal,FullTime,
39,No,Travel_Rarely,Research & Development,3,Male,2,2,Laboratory Technician,3,Divorced,3069,0,No,15,3,1,11,3,10,0,7,Graduation,03-04-2011,,Dept.Head,WFH,5,0,Yes,Job Event,Contract,
45,No,Travel_Rarely,Research & Development,2,Female,2,2,Manufacturing Director,4,Divorced,5770,1,No,19,3,2,10,3,10,3,9,12th,26-02-2011,,Work Environment,WFH,1,3,Yes,Recruiter,Part Time,
44,No,Travel_Frequently,Human Resources,1,Male,3,2,Human Resources,4,Married,5743,4,Yes,11,3,0,14,3,10,0,2,Post-Graduation,28-06-2011,,Better Opportunity,OFFICE,3,2,Yes,Recruiter,Part Time,
54,No,Travel_Rarely,Research & Development,22,Female,3,4,Manager,3,Married,17426,3,No,25,4,1,36,6,10,4,7,12th,28-02-2011,,Work Accident,WFH,1,0,No,Recruiter,Contract,
29,No,Travel_Rarely,Sales,5,Male,2,2,Sales Executive,2,Divorced,4187,1,Yes,13,3,1,10,3,10,0,9,Post-Graduation,06-05-2011,,Work Accident,WFH,4,3,No,Job Portal,Contract,
31,No,Travel_Rarely,Sales,5,Female,3,2,Sales Executive,4,Married,5476,1,No,11,3,2,10,2,10,0,2,Post-Graduation,24-02-2011,,Salary,WFH,5,2,No,Recruiter,Contract,
34,No,Travel_Rarely,Research & Development,19,Female,2,1,Research Scientist,4,Married,2929,1,No,12,3,0,10,3,10,8,7,12th,26-03-2011,,Better Opportunity,WFH,0,2,No,Job Event,FullTime,
43,No,Travel_Rarely,Sales,2,Male,3,2,Sales Executive,4,Married,7847,1,Yes,17,3,1,10,3,10,8,8,Graduation,01-06-2011,,Better Opportunity,OFFICE,5,0,Yes,Job Event,Contract,
41,No,Travel_Rarely,Sales,6,Male,3,3,Sales Executive,3,Single,9241,1,No,12,3,0,10,3,10,8,7,Post-Graduation,09-06-2011,,Work Accident,WFH,5,3,Yes,Walk-in,Part Time,
46,No,Travel_Rarely,Research & Development,13,Male,3,2,Healthcare Representative,2,Single,5562,6,No,14,3,0,19,3,10,0,9,12th,16-03-2011,,Salary,WFH,4,2,No,Job Event,Contract,
30,No,Travel_Rarely,Research & Development,16,Male,3,1,Research Scientist,4,Married,2862,1,No,12,3,1,10,2,10,0,8,Graduation,04-03-2011,,Work Accident,WFH,3,3,Yes,Job Event,Part Time,
46,No,Travel_Rarely,Sales,2,Male,3,3,Sales Executive,4,Divorced,10368,4,Yes,12,3,1,13,5,10,0,3,PHD,20-04-2011,,Work Accident,WFH,0,1,Yes,Job Portal,Contract,
37,No,Travel_Rarely,Human Resources,8,Male,3,2,Human Resources,2,Divorced,4071,2,No,13,3,0,19,4,10,4,7,Post-Graduation,13-04-2011,,Dept.Head,OFFICE,2,1,No,Recruiter,Contract,
35,Yes,Travel_Rarely,Sales,27,Male,3,2,Sales Executive,4,Single,5813,1,Yes,18,3,0,10,2,10,7,7,Graduation,20-03-2011,,Work Environment,OFFICE,4,1,Yes,Job Event,Contract,
33,No,Travel_Rarely,Research & Development,8,Male,4,1,Research Scientist,1,Married,3143,6,No,19,3,1,14,1,10,7,6,PHD,03-05-2011,,Work Accident,OFFICE,0,0,No,Walk-in,Part Time,
37,Yes,Travel_Rarely,Research & Development,10,Male,3,2,Manufacturing Director,1,Single,4213,1,No,15,3,0,10,4,10,0,8,PHD,01-02-2011,,Salary,OFFICE,4,2,Yes,Job Portal,FullTime,
34,No,Travel_Rarely,Sales,8,Male,4,2,Sales Executive,3,Married,6799,1,No,21,4,2,10,5,10,4,8,Graduation,12-06-2011,,Better Opportunity,OFFICE,0,3,Yes,Recruiter,FullTime,
36,No,Travel_Rarely,Sales,10,Female,2,2,Sales Executive,3,Married,5673,1,Yes,13,3,1,10,4,10,1,7,Post-Graduation,22-04-2011,,Work Environment,WFH,4,1,Yes,Walk-in,Part Time,
31,No,Travel_Rarely,Research & Development,20,Male,3,2,Laboratory Technician,3,Divorced,4197,1,No,11,3,1,10,2,10,0,2,PHD,27-06-2011,,Work Environment,WFH,4,1,No,Walk-in,Contract,
36,No,Travel_Frequently,Human Resources,2,Male,2,2,Human Resources,4,Single,3886,1,No,21,4,0,10,2,10,0,8,PHD,21-03-2011,,Work Environment,WFH,1,3,No,Recruiter,Part Time,
33,No,Travel_Rarely,Sales,10,Male,3,2,Sales Executive,3,Single,5487,1,No,14,3,0,10,2,10,0,9,PHD,01-03-2011,,Better Opportunity,OFFICE,0,1,Yes,Walk-in,FullTime,
39,No,Travel_Rarely,Research & Development,9,Male,3,2,Manufacturing Director,1,Married,5151,1,No,25,4,1,10,3,10,7,9,Post-Graduation,02-02-2011,,Work Accident,WFH,5,2,Yes,Job Event,Contract,
31,No,Travel_Frequently,Research & Development,1,Male,1,2,Research Scientist,1,Married,5003,1,No,21,4,0,10,6,10,8,7,Graduation,25-04-2011,,Work Environment,OFFICE,3,3,Yes,Walk-in,FullTime,
35,No,Travel_Rarely,Sales,7,Female,3,2,Sales Executive,4,Married,5204,1,Yes,11,3,0,10,2,10,0,9,12th,02-05-2011,,Work Environment,OFFICE,0,2,No,Walk-in,Part Time,
31,Yes,Travel_Frequently,Sales,26,Male,3,2,Sales Executive,4,Married,5617,1,Yes,11,3,0,10,4,10,0,8,12th,18-01-2011,,Better Opportunity,OFFICE,1,0,No,Job Event,Contract,
43,No,Travel_Rarely,Research & Development,11,Male,3,3,Healthcare Representative,3,Married,7510,1,No,17,3,1,10,1,10,0,9,12th,18-04-2011,,Dept.Head,WFH,1,1,No,Job Event,Contract,
55,No,Travel_Rarely,Human Resources,26,Male,4,5,Manager,2,Married,19636,4,Yes,18,3,1,35,0,10,1,4,12th,11-04-2011,,Dept.Head,OFFICE,1,3,No,Walk-in,FullTime,
40,No,Travel_Frequently,Research & Development,11,Female,3,2,Laboratory Technician,3,Married,6323,1,No,11,3,1,10,2,10,9,4,Graduation,21-06-2011,,Better Opportunity,OFFICE,5,3,Yes,Recruiter,Contract,
35,No,Travel_Rarely,Research & Development,9,Male,3,2,Research Scientist,3,Single,5098,1,No,19,3,0,10,5,10,0,8,Graduation,23-02-2011,,Dept.Head,OFFICE,2,0,Yes,Recruiter,FullTime,
56,Yes,Travel_Rarely,Research & Development,7,Male,3,1,Laboratory Technician,3,Married,2339,8,No,11,3,1,14,4,10,9,8,Post-Graduation,19-04-2011,,Work Accident,WFH,5,3,No,Job Portal,Contract,
38,No,Travel_Rarely,Sales,10,Female,3,2,Sales Executive,4,Married,5343,1,No,11,3,1,10,1,10,1,9,Graduation,26-03-2011,,Dept.Head,WFH,2,1,No,Job Event,Part Time,
35,No,Travel_Frequently,Research & Development,18,Male,3,2,Healthcare Representative,3,Married,5689,1,Yes,14,3,2,10,2,10,0,2,Post-Graduation,23-02-2011,,Salary,WFH,5,1,Yes,Walk-in,Contract,
31,No,Travel_Rarely,Research & Development,8,Female,3,2,Manufacturing Director,4,Single,4424,1,No,23,4,0,11,2,11,1,8,12th,23-03-2010,,Work Environment,WFH,2,0,No,Walk-in,FullTime,
30,No,Travel_Rarely,Research & Development,2,Male,2,2,Healthcare Representative,4,Married,4152,1,No,19,3,3,11,3,11,10,8,PHD,06-06-2010,,Dept.Head,OFFICE,4,1,Yes,Job Portal,FullTime,
30,No,Travel_Rarely,Sales,4,Female,2,2,Sales Executive,2,Divorced,5209,1,Yes,12,3,3,11,4,11,2,7,Graduation,28-05-2010,,Salary,WFH,1,1,Yes,Job Event,FullTime,
32,No,Travel_Rarely,Sales,6,Male,3,2,Sales Executive,3,Single,5010,1,No,16,3,0,12,0,11,5,7,12th,21-06-2010,,Work Environment,WFH,2,1,No,Job Event,Contract,
34,No,Travel_Rarely,Research & Development,5,Female,2,3,Manager,1,Single,11631,2,No,12,3,0,14,6,11,5,8,12th,05-01-2010,,Work Accident,OFFICE,0,1,No,Job Event,Contract,
30,No,Travel_Rarely,Human Resources,9,Male,3,2,Human Resources,4,Married,6347,0,Yes,19,3,0,12,2,11,4,7,Post-Graduation,03-02-2010,,Work Accident,WFH,5,2,No,Job Event,FullTime,
30,No,Non-Travel,Research & Development,1,Male,2,3,Manufacturing Director,3,Single,8474,1,No,22,4,0,12,2,11,5,8,Graduation,17-01-2010,,Work Accident,OFFICE,4,2,No,Recruiter,FullTime,
